#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
eunuch;Eunuch;Eunuque;Eunuch;;Eunuco;;;;;;;;;x
EVTOPTALoR.20;Esto perpetua!;Esto perpetua !;Esto perpetua!;;Esto perpetua!;;;;;;;;;x
EVTNAMELoR.21;The Second Age of Rome;Le Second Âge de Rome;Die zweite Ära Roms;;La Segunda Edad de Roma;;;;;;;;;x
EVTDESCLoR.21;The Byzantines, previously referred to as the "Empire of the Greeks" by many in the West, have somehow managed to reclaim enough lost territory to declare the Roman Empire restored! It can no longer be denied that they are the true successors of Rome and its glorious legacy. They claim a new era is upon us.;Byzance était autrefois considéré comme n'étant plus que « l'Empire des Grecs » par une grande partie de l'Occident. Mais elle a réussi à revendiquer suffisamment de territoires perdus pour proclamer la restauration de l'Empire romain ! Nous ne pouvons plus nier qu'ils sont les vrais successeurs de Rome et de leur glorieux héritage. Cela ouvre pour nous une nouvelle ère.;Den Byzantinern, bisher von vielen in der westlichen Welt als das "Reich der Griechen" bekannt, ist es irgendwie gelungen, genügend verlorenes Land zurückzuerobern, um die Wiederherstellung des Römischen Reiches zu verkünden! Man kann nicht länger leugnen, dass sie die wahren Erben Roms und seines ruhmreichen Vermächtnisses sind. Sie behaupten, eine neue Ära sei angebrochen.;;Los bizantinos, anteriormente conocidos como "El Imperio de los griegos" por muchos en Occidente, han logrado recuperar suficientes territorios perdidos para poder declarar que el Imperio Romano ha sido reestablecido.  Ya no se puede negar que ellos son los sucesores verdaderos de Roma y de su glorioso legado. Aseguran que una nueva era ha llegado.;;;;;;;;;x
EVTOPTALoR.21;Can it be true?;Est-ce que ça peut être vrai ?;Kann dies wahr sein?;;¿Puede ser cierto?;;;;;;;;;x
EVTOPTBLoR.21;But... what about my empire?;Mais... Et mon Empire ?;Aber... was wird aus meinem Reich?;;Pero ... ¿qué pasará con mi imperio?;;;;;;;;;x
EVTDESCLoR.30;In honor of the Empire's recent victory, it would be appropriate to hold a triumph in the capital for the heroic soldiers who fought in the campaign. Such an arrangement will be expensive, but the people expect nothing less.;En l'honneur de la récente victoire de l'Empire, il serait approprié d'organiser un triomphe dans la capitale pour célébrer le retour des valeureux soldats qui ont combattu héroïquement lors de cette campagne. Ce sera onéreux, mais le peuple ne s'attend à rien de moins pour leur bravoure.;Zu Ehren des kürzlichen Sieges des Reichs ist es nur angemessen, für die heldenhaften Soldaten, die an dem Feldzug teilgenommen haben, einen Triumphzug auf dem Kapitol abzuhalten. Diese Feier wird kostspielig, aber das Volk erwartet nichts weniger.;;En honor a la recién victoria del Imperio, convendría celebrar el triunfo en la capital para los heroicos soldados que lucharon en la campaña. Dicha celebración será cara, pero el pueblo no espera menos.;;;;;;;;;x
EVTOPTALoR.30;Yes, a glorious triumph will be held.;Oui, un glorieux triomphe aura lieu.;Ja, ein glorreicher Triumphzug ist angebracht.;;Sí, un glorioso triunfo se llevará a cabo.;;;;;;;;;x
EVTOPTBLoR.30;A brief ovation at the Hippodrome should be enough.;Une simple ovation à l'hippodrome devrait suffire.;Eine kurze Ehrung im Hippodrom erscheint mir ausreichend.;;Una breve ovación en el Hipódromo debería ser suficiente.;;;;;;;;;x
EVTOPTCLoR.30;No, we have no time for such nonsense.;Non, nous n'avons pas de temps pour une telle fadaise.;Nein, wir haben keine Zeit für solchen Unfug.;;No, no tenemos tiempo para tonterías como ésas.;;;;;;;;;x
EVTTOOLTIPLoR.31;A triumph is held at the Hippodrome.;Un triomphe aura lieu à l'hippodrome.;Ein Triumphzug wird im Hippodrom abgehalten.;;Un triunfo se lleva a cabo en el Hipódromo.;;;;;;;;;x
EVTDESCLoR.31;A mighty triumph is held at the Hippodrome to celebrate the brave generals and soldiers who brought defeat to the enemies of the Empire. The people cheer as trumpeters lead a long procession that includes parading soldiers, carts filled with the spoils of war and cages holding captives from the recent campaign.;Un grand triomphe a lieu à l'hippodrome pour célébrer les brillants généraux et soldats qui ont vaincu les ennemis de l'Empire. Le peuple acclame en musique et en fleurs tout au long des deux côtés de la voie de la grande procession composée de soldats, de chars remplis de butins de guerre, et des cages des prisonniers.;Ein gigantischer Triumphzug wird im Hippodrom zu Ehren derjenigen tapferen Generäle und Soldaten abgehalten, die den Feinden des Reiches Niederlagen beibrachten. Das Volk bejubelt den Zug der Soldaten, die Wagen, gefüllt mit Kriegsbeute, die Käfige, in denen die Gefangenen des Feldzugs sitzen, und die Fanfarenbläser, die all dem vorausgehen.;;Un gran triunfo se lleva a cabo en el Hipódromo para celebrar que los valientes generales y soldados condujeron a los enemigos del Imperio a la derrota. La gente aclama a los trompetistas que encabezan una larga procesión que incluye soldados, carretas llenas del botín de guerra y jaulas con cautivos de la reciente campaña.;;;;;;;;;x
EVTOPTALoR.31;The Empire is on the verge of success.;L'Empire est sur la voie du succès.;Das Reich steht kurz vor dem Erfolg.;;El imperio está a punto de alcanzar el éxito.;;;;;;;;;x
EVTDESCLoR.32;The [Root.Liege.GetTitle] has commanded that a triumph be held at the Hippodrome to celebrate the brave soldiers responsible for the Empire's recent victory. The people cheer as trumpeters lead a long procession that includes parading soldiers, carts filled with the spoils of war and cages holding captives from the recent campaign.;Le [Root.Liege.GetTitle] a ordonné un défilé triomphal à l'hippodrome afin de célébrer le retour des valeureux soldats qui ont donné la récente victoire de l'Empire. La joie du peuple acclame et accompagne la longue procession des soldats qui défilent, des chariots remplis de butin de guerre et des cages des chefs vaincus et captifs de la récente campagne.;Der [Root.Liege.GetTitle] hat einen Triumphzug im Hippodrom zu Ehren der tapferen Soldaten befohlen, die für den jüngsten Sieg des Reiches verantwortlich sind. Das Volk bejubelt den Zug der Soldaten, die Wagen, gefüllt mit Kriegsbeute, die Käfige, in denen die Gefangenen des Feldzugs sitzen, und die Fanfarenbläser, die all dem vorausgehen.;;El [Root.Liege.GetTitle]ha ordenado que un gran triunfo se lleva a cabo en el Hipódromo para celebrar a los valientes soldados, artífices de la reciente victoria para el Imperio. La gente aclama a los trompetistas que encabezan una larga procesión que incluye soldados, carretas llenas del botín de guerra y jaulas con cautivos de la reciente campaña.;;;;;;;;;x
EVTOPTALoR.32;An impressive display.;Une impressionnante démonstration.;Ein bemerkenswerter Anblick.;;Un impresionante despliegue. ;;;;;;;;;x
opinion_triumph_held;Triumph Held;A organisé un triomphe;Triumphzug abgehalten;;Triunfo Acontecido;;;;;;;;;x
triumph_held;Your vassals are impressed by this display of Imperial power.;Vos vassaux sont impressionnés par la démonstration de la puissance impériale.;Eure Vasallen sind beeindruckt vom Anblick solch imperialer Macht.;;Tus vasallos están impresionados por este despliegue de poder imperial.;;;;;;;;;x
EVTNAMELoR.40;The Imperial Borders Are Restored;Les Frontières impériales sont rétablies;Die Grenzen des Imperiums;;Las fronteras Imperiales han Sido Restablecidas;;;;;;;;;x
EVTDESCLoR.40;The story of the Roman Empire's glorious recovery will be told throughout the ages. Those unfortunate enough to have lived through the black days when barbarians sacked Rome at will or the Arab invaders swept in from the desert would not have dared dream of this day. All of the old provinces have been reclaimed and the Empire now stretches farther than it has in nearly a thousand years.\n\nChurch bells across Europe are ringing to celebrate this momentous occasion and men and women in both Rome and Constantinople are weeping tears of joy. It will be a challenge to keep an empire of this scale together, but for the sake of all humanity you must succeed, lest the world plunge into yet another dark age of ignorance and barbarity bereft of Rome's guiding light.;L'histoire de la glorieuse Renaissance de l'Empire romain sera sans cesse racontée à travers les âges. Ceux qui ont eu le malheur de vivre ces jours sombres, où les barbares saccageaient Rome à loisir et où les envahisseurs arabes venaient tout balayer depuis leur désert n'auraient jamais osé rêver d'un tel jour. Toutes les anciennes provinces ont été remises en état et l'Empire s'étend dorénavant plus loin que ce qu'il était il y a de cela près de mille ans.\n\nLes cloches des églises sonnent à toute volée à travers toute l'Europe pour fêter cet événement mémorable, tandis que les hommes et les femmes de Rome et de Constantinople pleurent des larmes de joie. Ce sera un défi immense de maintenir un Empire aussi démesuré, mais pour le bien de toute l'humanité, vous devez réussir, de peur de mener le monde dans une nouvelle ère ténébreuse d'ignorance et de barbarie encore plus grande si jamais la lumière du phare de Rome s'éteignait à nouveau.;Die Wiedererstellung des Römischen Reiches und seiner Grenzen ist eine Geschichte, die zu allen Zeiten erzählt werden wird. Diejenigen, die das Pech hatten, die schwarzen Tage zu erleben, in denen Rom nach Belieben von Barbaren geplündert wurde und arabische Invasoren aus der Wüste kamen, hätten von diesem Tag nicht zu träumen gewagt. All die alten Provinzen sind wieder römisch und das Reich ist größer als vor fast tausend Jahren.\n\nIn ganz Europa läuten Kirchenglocken, um dieses Ereignis zu feiern, und das Volk in Rom und Konstantinopel weint vor Freude. Ein Reich von dieser Größe zusammenzuhalten wird eine Herausforderung. Ihr müsst erfolgreich sein, damit die Welt nicht, ohne Roms wegweisendes Licht, wieder in ein dunkles Zeitalter von Unwissen und Barbarentum sinkt.;;La historia de la gloriosa recuperación del Imperio Romano se contará durante siglos. Los desafortunados que tuvieron que vivir días oscuros cuando los bárbaros saquearon Roma  o cuando los invasores árabes arrasaron desde el desierto, no se hubiesen ni siquiera atrevido a soñar como estamos hoy en día. Todas las antiguas provincias están recuperadas y el Imperio ahora se extiende más allá de lo que Roma fue hace ya cerca de mil años. \n\nLas campanas de las iglesias de toda Europa repican para celebrar esta memorable ocasión y los hombres y las mujeres derraman lágrimas de alegría en Roma y Constantinopla. Será un desafío mantener un Imperio de esta magnitud,  pero por el bien de toda la humanidad tienes que conseguirlo, no sea que el mundo sufra otra época oscura de ignorancia y barbarie, y que falte la luz guiadora que el Imperio Romano representa.;;;;;;;;;x
EVTOPTALoR.40;The Empire will not fall again.;L'Empire ne chutera plus jamais.;Das Imperium wird nicht erneut fallen.;;El Imperio no caerá otra vez.;;;;;;;;;x
EVTDESCLoR.200;With the city back under East Roman control, the Patriarchate of Antioch has been properly restored as one of the episcopal sees of the Pentarchy in the Eastern Orthodox Church. It was originally founded by Saint Peter the Apostle, who is regarded as the first Pope by the Western Catholic Church.;Puisque la cité est de nouveau sous le contrôle de l'Empire romain d'Orient, le Patriarcat d'Antioche a solennellement été restauré, devenant l'un des sièges archiépiscopaux de la Pentarchie au sein de l'Église orthodoxe d'Orient. Il avait été fondé à l'origine par l'Apôtre Saint Pierre lui-même, lui qui est considéré comme le premier Pape de l'Histoire par l'Église catholique d'Occident.;Nun, da die Stadt erneut unter der Kontrolle Ostroms ist, wurde das Patriarchat von Antiochia als einer der Bischofssitze der Pentarchie in der orthodoxen Kirche des Ostens wiederhergestellt. Dieses Bistum wurde ursprünglich durch den Heiligen Apostel Petrus gegründet, den die Westkirche als den ersten Papst ansieht.;;Con la ciudad de nuevo bajo el control romano del este, el Patriarcado de Antioquía ha sido debidamente reinstaurado como una de las sedes episcopales de la Pentarquía en la Iglesia Ortodoxa Oriental. La cual fue originalmente fundada por San Pedro Apóstol, considerado el primer Papa de la Iglesia católica occidental.;;;;;;;;;x
EVTOPTALoR.200;God be praised!;Dieu soit loué !;Gepriesen sei Gott!;;¡Alabado sea dios!;;;;;;;;;x
EVTDESCLoR.201;With the city back under East Roman control, the Patriarchate of Jerusalem has been properly restored as one of the episcopal sees of the Pentarchy in the Eastern Orthodox Church. It was originally founded by Saint James the Just, who was made head of the Church in Jerusalem soon after the death of Jesus.;Puisque la cité est de nouveau sous le contrôle de l'Empire romain d'Orient, le Patriarcat de Jérusalem a solennellement été restauré, devenant l'un des sièges archiépiscopaux de la Pentarchie au sein de l'Église orthodoxe d'Orient. Il a été fondé à l'origine par Saint Jacques le Juste, nommé à la tête de l'Église de Jérusalem peu de temps après la mort de Jésus.;Nun, da die Stadt erneut unter der Kontrolle Ostroms ist, wurde das Patriarchat von Jerusalem als einer der Bischofssitze der Pentarchie in der orthodoxen Kirche des Ostens wiederhergestellt. Dieses Bistum wurde ursprünglich durch den Heiligen Jakobus den Gerechten gegründet, der bald nach Jesu Tod das Oberhaupt der Kirche in Jerusalem wurde.;;Con la ciudad de nuevo bajo el control romano del este, el Patriarcado de Jerusalén ha sido debidamente reinstaurado como una de las sedes episcopales de la Pentarquía en la Iglesia Ortodoxa Oriental, la cual fue originalmente fundada por Santiago el Justo, que fue nombrado jefe de la Iglesia en Jerusalén poco después de la  muerte de Jesús.;;;;;;;;;x
